problem,instance,number of objectives,chromosome size,solver,seed,metric name,metric value
MOFJSSP,mk03,4,300,MHACO,414977408,Hypervolume Ratio,0.907091
MOFJSSP,mk03,4,300,MHACO,819312498,Hypervolume Ratio,0.922353
MOFJSSP,mk03,4,300,MHACO,562386085,Hypervolume Ratio,0.931674
MOFJSSP,mk03,4,300,MHACO,287613914,Hypervolume Ratio,0.926933
MOFJSSP,mk03,4,300,MHACO,755772793,Hypervolume Ratio,0.931954
MOFJSSP,mk03,4,300,IHS,305089489,Hypervolume Ratio,0.924185
MOFJSSP,mk03,4,300,IHS,511812191,Hypervolume Ratio,0.915396
MOFJSSP,mk03,4,300,IHS,608055156,Hypervolume Ratio,0.908207
MOFJSSP,mk03,4,300,IHS,467424509,Hypervolume Ratio,0.900336
MOFJSSP,mk03,4,300,IHS,944441939,Hypervolume Ratio,0.918518
MOFJSSP,mk03,4,300,IHS,414977408,Hypervolume Ratio,0.924935
MOFJSSP,mk03,4,300,IHS,819312498,Hypervolume Ratio,0.915052
MOFJSSP,mk03,4,300,IHS,562386085,Hypervolume Ratio,0.908586
MOFJSSP,mk03,4,300,IHS,287613914,Hypervolume Ratio,0.911644
MOFJSSP,mk03,4,300,IHS,755772793,Hypervolume Ratio,0.915331
MOFJSSP,mk03,4,300,NS-BRKGA,305089489,Hypervolume Ratio,0.964106
MOFJSSP,mk03,4,300,NS-BRKGA,511812191,Hypervolume Ratio,0.96405
MOFJSSP,mk03,4,300,NS-BRKGA,608055156,Hypervolume Ratio,0.966642
MOFJSSP,mk03,4,300,NS-BRKGA,467424509,Hypervolume Ratio,0.961181
MOFJSSP,mk03,4,300,NS-BRKGA,944441939,Hypervolume Ratio,0.96498
MOFJSSP,mk03,4,300,NS-BRKGA,414977408,Hypervolume Ratio,0.963673
MOFJSSP,mk03,4,300,NS-BRKGA,819312498,Hypervolume Ratio,0.963444
MOFJSSP,mk03,4,300,NS-BRKGA,562386085,Hypervolume Ratio,0.963982
MOFJSSP,mk03,4,300,NS-BRKGA,287613914,Hypervolume Ratio,0.962911
MOFJSSP,mk03,4,300,NS-BRKGA,755772793,Hypervolume Ratio,0.962477
MOFJSSP,mk04,4,180,NSGA-II,305089489,Hypervolume Ratio,0.931852
MOFJSSP,mk04,4,180,NSGA-II,511812191,Hypervolume Ratio,0.93412
MOFJSSP,mk04,4,180,NSGA-II,608055156,Hypervolume Ratio,0.933516
MOFJSSP,mk04,4,180,NSGA-II,467424509,Hypervolume Ratio,0.931979
MOFJSSP,mk04,4,180,NSGA-II,944441939,Hypervolume Ratio,0.931207
MOFJSSP,mk04,4,180,NSGA-II,414977408,Hypervolume Ratio,0.932441
MOFJSSP,mk04,4,180,NSGA-II,819312498,Hypervolume Ratio,0.930892
MOFJSSP,mk04,4,180,NSGA-II,562386085,Hypervolume Ratio,0.935249
MOFJSSP,mk04,4,180,NSGA-II,287613914,Hypervolume Ratio,0.933616
MOFJSSP,mk04,4,180,NSGA-II,755772793,Hypervolume Ratio,0.935958
MOFJSSP,mk04,4,180,NSPSO,305089489,Hypervolume Ratio,0.919339
MOFJSSP,mk04,4,180,NSPSO,511812191,Hypervolume Ratio,0.917976
MOFJSSP,mk04,4,180,NSPSO,608055156,Hypervolume Ratio,0.914604
MOFJSSP,mk04,4,180,NSPSO,467424509,Hypervolume Ratio,0.921155
MOFJSSP,mk04,4,180,NSPSO,944441939,Hypervolume Ratio,0.921349
MOFJSSP,mk04,4,180,NSPSO,414977408,Hypervolume Ratio,0.923257
MOFJSSP,mk04,4,180,NSPSO,819312498,Hypervolume Ratio,0.903007
MOFJSSP,mk04,4,180,NSPSO,562386085,Hypervolume Ratio,0.923664
MOFJSSP,mk04,4,180,NSPSO,287613914,Hypervolume Ratio,0.920072
MOFJSSP,mk04,4,180,NSPSO,755772793,Hypervolume Ratio,0.921124
MOFJSSP,mk04,4,180,MOEA/D-DE,305089489,Hypervolume Ratio,0.886213
MOFJSSP,mk04,4,180,MOEA/D-DE,511812191,Hypervolume Ratio,0.892022
MOFJSSP,mk04,4,180,MOEA/D-DE,608055156,Hypervolume Ratio,0.904728
MOFJSSP,mk04,4,180,MOEA/D-DE,467424509,Hypervolume Ratio,0.888743
MOFJSSP,mk04,4,180,MOEA/D-DE,944441939,Hypervolume Ratio,0.907457
MOFJSSP,mk04,4,180,MOEA/D-DE,414977408,Hypervolume Ratio,0.919317
MOFJSSP,mk04,4,180,MOEA/D-DE,819312498,Hypervolume Ratio,0.894657
MOFJSSP,mk04,4,180,MOEA/D-DE,562386085,Hypervolume Ratio,0.903342
MOFJSSP,mk04,4,180,MOEA/D-DE,287613914,Hypervolume Ratio,0.896186
MOFJSSP,mk04,4,180,MOEA/D-DE,755772793,Hypervolume Ratio,0.915011
MOFJSSP,mk04,4,180,MHACO,305089489,Hypervolume Ratio,0.908241
MOFJSSP,mk04,4,180,MHACO,511812191,Hypervolume Ratio,0.899704
MOFJSSP,mk04,4,180,MHACO,608055156,Hypervolume Ratio,0.910335
MOFJSSP,mk04,4,180,MHACO,467424509,Hypervolume Ratio,0.889381
MOFJSSP,mk04,4,180,MHACO,944441939,Hypervolume Ratio,0.905142
MOFJSSP,mk04,4,180,MHACO,414977408,Hypervolume Ratio,0.912234
MOFJSSP,mk04,4,180,MHACO,819312498,Hypervolume Ratio,0.901187
MOFJSSP,mk04,4,180,MHACO,562386085,Hypervolume Ratio,0.911905
MOFJSSP,mk04,4,180,MHACO,287613914,Hypervolume Ratio,0.908546
MOFJSSP,mk04,4,180,MHACO,755772793,Hypervolume Ratio,0.897397
MOFJSSP,mk04,4,180,IHS,305089489,Hypervolume Ratio,0.88925
MOFJSSP,mk04,4,180,IHS,511812191,Hypervolume Ratio,0.891149
MOFJSSP,mk04,4,180,IHS,608055156,Hypervolume Ratio,0.891501
MOFJSSP,mk04,4,180,IHS,467424509,Hypervolume Ratio,0.898006
MOFJSSP,mk04,4,180,IHS,944441939,Hypervolume Ratio,0.892295
MOFJSSP,mk04,4,180,IHS,414977408,Hypervolume Ratio,0.889014
MOFJSSP,mk04,4,180,IHS,819312498,Hypervolume Ratio,0.890601
MOFJSSP,mk04,4,180,IHS,562386085,Hypervolume Ratio,0.895679
MOFJSSP,mk04,4,180,IHS,287613914,Hypervolume Ratio,0.891114
MOFJSSP,mk04,4,180,IHS,755772793,Hypervolume Ratio,0.892017
MOFJSSP,mk04,4,180,NS-BRKGA,305089489,Hypervolume Ratio,0.9271
MOFJSSP,mk04,4,180,NS-BRKGA,511812191,Hypervolume Ratio,0.917499
MOFJSSP,mk04,4,180,NS-BRKGA,608055156,Hypervolume Ratio,0.923444
MOFJSSP,mk04,4,180,NS-BRKGA,467424509,Hypervolume Ratio,0.922096
MOFJSSP,mk04,4,180,NS-BRKGA,944441939,Hypervolume Ratio,0.911065
MOFJSSP,mk04,4,180,NS-BRKGA,414977408,Hypervolume Ratio,0.923601
MOFJSSP,mk04,4,180,NS-BRKGA,819312498,Hypervolume Ratio,0.919319
MOFJSSP,mk04,4,180,NS-BRKGA,562386085,Hypervolume Ratio,0.926565
MOFJSSP,mk04,4,180,NS-BRKGA,287613914,Hypervolume Ratio,0.92552
MOFJSSP,mk04,4,180,NS-BRKGA,755772793,Hypervolume Ratio,0.914115
MOFJSSP,mk05,4,212,NSGA-II,305089489,Hypervolume Ratio,0.885085
MOFJSSP,mk05,4,212,NSGA-II,511812191,Hypervolume Ratio,0.889417
MOFJSSP,mk05,4,212,NSGA-II,608055156,Hypervolume Ratio,0.89024
MOFJSSP,mk05,4,212,NSGA-II,467424509,Hypervolume Ratio,0.885781
MOFJSSP,mk05,4,212,NSGA-II,944441939,Hypervolume Ratio,0.889452
MOFJSSP,mk05,4,212,NSGA-II,414977408,Hypervolume Ratio,0.888907
MOFJSSP,mk05,4,212,NSGA-II,819312498,Hypervolume Ratio,0.887073
MOFJSSP,mk05,4,212,NSGA-II,562386085,Hypervolume Ratio,0.88592
MOFJSSP,mk05,4,212,NSGA-II,287613914,Hypervolume Ratio,0.881441
MOFJSSP,mk05,4,212,NSGA-II,755772793,Hypervolume Ratio,0.885536
MOFJSSP,mk05,4,212,NSPSO,305089489,Hypervolume Ratio,0.844052
MOFJSSP,mk05,4,212,NSPSO,511812191,Hypervolume Ratio,0.848695
MOFJSSP,mk05,4,212,NSPSO,608055156,Hypervolume Ratio,0.846681
MOFJSSP,mk05,4,212,NSPSO,467424509,Hypervolume Ratio,0.855612
MOFJSSP,mk05,4,212,NSPSO,944441939,Hypervolume Ratio,0.845385
MOFJSSP,mk05,4,212,NSPSO,414977408,Hypervolume Ratio,0.85293
MOFJSSP,mk05,4,212,NSPSO,819312498,Hypervolume Ratio,0.846834
MOFJSSP,mk05,4,212,NSPSO,562386085,Hypervolume Ratio,0.852185
MOFJSSP,mk05,4,212,NSPSO,287613914,Hypervolume Ratio,0.847455
MOFJSSP,mk05,4,212,NSPSO,755772793,Hypervolume Ratio,0.845855
MOFJSSP,mk05,4,212,MOEA/D-DE,305089489,Hypervolume Ratio,0.860317
MOFJSSP,mk05,4,212,MOEA/D-DE,511812191,Hypervolume Ratio,0.843834
MOFJSSP,mk05,4,212,MOEA/D-DE,608055156,Hypervolume Ratio,0.839399
MOFJSSP,mk05,4,212,MOEA/D-DE,467424509,Hypervolume Ratio,0.846584
MOFJSSP,mk05,4,212,MOEA/D-DE,944441939,Hypervolume Ratio,0.85304
MOFJSSP,mk05,4,212,MOEA/D-DE,414977408,Hypervolume Ratio,0.866612
MOFJSSP,mk05,4,212,MOEA/D-DE,819312498,Hypervolume Ratio,0.84256
MOFJSSP,mk05,4,212,MOEA/D-DE,562386085,Hypervolume Ratio,0.857388
MOFJSSP,mk05,4,212,MOEA/D-DE,287613914,Hypervolume Ratio,0.840794
MOFJSSP,mk05,4,212,MOEA/D-DE,755772793,Hypervolume Ratio,0.842263
MOFJSSP,mk05,4,212,MHACO,305089489,Hypervolume Ratio,0.837871
MOFJSSP,mk05,4,212,MHACO,511812191,Hypervolume Ratio,0.841114
MOFJSSP,mk05,4,212,MHACO,608055156,Hypervolume Ratio,0.845806
MOFJSSP,mk05,4,212,MHACO,467424509,Hypervolume Ratio,0.845423
MOFJSSP,mk05,4,212,MHACO,944441939,Hypervolume Ratio,0.850248
MOFJSSP,mk05,4,212,MHACO,414977408,Hypervolume Ratio,0.848443
MOFJSSP,mk05,4,212,MHACO,819312498,Hypervolume Ratio,0.844302
MOFJSSP,mk05,4,212,MHACO,562386085,Hypervolume Ratio,0.848917
MOFJSSP,mk05,4,212,MHACO,287613914,Hypervolume Ratio,0.842793
MOFJSSP,mk05,4,212,MHACO,755772793,Hypervolume Ratio,0.842752
MOFJSSP,mk05,4,212,IHS,305089489,Hypervolume Ratio,0.81342
MOFJSSP,mk05,4,212,IHS,511812191,Hypervolume Ratio,0.815543
MOFJSSP,mk05,4,212,IHS,608055156,Hypervolume Ratio,0.813461
MOFJSSP,mk05,4,212,IHS,467424509,Hypervolume Ratio,0.818199
MOFJSSP,mk05,4,212,IHS,944441939,Hypervolume Ratio,0.81582
MOFJSSP,mk05,4,212,IHS,414977408,Hypervolume Ratio,0.818343
MOFJSSP,mk05,4,212,IHS,819312498,Hypervolume Ratio,0.822116
MOFJSSP,mk05,4,212,IHS,562386085,Hypervolume Ratio,0.818558
MOFJSSP,mk05,4,212,IHS,287613914,Hypervolume Ratio,0.822236
MOFJSSP,mk05,4,212,IHS,755772793,Hypervolume Ratio,0.817452
MOFJSSP,mk05,4,212,NS-BRKGA,305089489,Hypervolume Ratio,0.878544
MOFJSSP,mk05,4,212,NS-BRKGA,511812191,Hypervolume Ratio,0.877857
MOFJSSP,mk05,4,212,NS-BRKGA,608055156,Hypervolume Ratio,0.878087
MOFJSSP,mk05,4,212,NS-BRKGA,467424509,Hypervolume Ratio,0.882883
MOFJSSP,mk05,4,212,NS-BRKGA,944441939,Hypervolume Ratio,0.877816
MOFJSSP,mk05,4,212,NS-BRKGA,414977408,Hypervolume Ratio,0.875323
MOFJSSP,mk05,4,212,NS-BRKGA,819312498,Hypervolume Ratio,0.878133
MOFJSSP,mk05,4,212,NS-BRKGA,562386085,Hypervolume Ratio,0.882677
MOFJSSP,mk05,4,212,NS-BRKGA,287613914,Hypervolume Ratio,0.876167
MOFJSSP,mk05,4,212,NS-BRKGA,755772793,Hypervolume Ratio,0.872212
MOFJSSP,mk06,4,300,NSGA-II,305089489,Hypervolume Ratio,0.969898
MOFJSSP,mk06,4,300,NSGA-II,511812191,Hypervolume Ratio,0.967969
MOFJSSP,mk06,4,300,NSGA-II,608055156,Hypervolume Ratio,0.951536
MOFJSSP,mk06,4,300,NSGA-II,467424509,Hypervolume Ratio,0.968537
MOFJSSP,mk06,4,300,NSGA-II,944441939,Hypervolume Ratio,0.952424
MOFJSSP,mk06,4,300,NSGA-II,414977408,Hypervolume Ratio,0.973519
MOFJSSP,mk06,4,300,NSGA-II,819312498,Hypervolume Ratio,0.954389
MOFJSSP,mk06,4,300,NSGA-II,562386085,Hypervolume Ratio,0.968289
MOFJSSP,mk06,4,300,NSGA-II,287613914,Hypervolume Ratio,0.94835
MOFJSSP,mk06,4,300,NSGA-II,755772793,Hypervolume Ratio,0.964272
MOFJSSP,mk06,4,300,NSPSO,305089489,Hypervolume Ratio,0.925115
MOFJSSP,mk06,4,300,NSPSO,511812191,Hypervolume Ratio,0.926613
MOFJSSP,mk06,4,300,NSPSO,608055156,Hypervolume Ratio,0.921938
MOFJSSP,mk06,4,300,NSPSO,467424509,Hypervolume Ratio,0.913414
MOFJSSP,mk06,4,300,NSPSO,944441939,Hypervolume Ratio,0.923807
MOFJSSP,mk06,4,300,NSPSO,414977408,Hypervolume Ratio,0.919108
MOFJSSP,mk06,4,300,NSPSO,819312498,Hypervolume Ratio,0.912821
MOFJSSP,mk06,4,300,NSPSO,562386085,Hypervolume Ratio,0.930108
MOFJSSP,mk06,4,300,NSPSO,287613914,Hypervolume Ratio,0.911172
MOFJSSP,mk06,4,300,NSPSO,755772793,Hypervolume Ratio,0.92611
MOFJSSP,mk06,4,300,MOEA/D-DE,305089489,Hypervolume Ratio,0.87432
MOFJSSP,mk06,4,300,MOEA/D-DE,511812191,Hypervolume Ratio,0.876082
MOFJSSP,mk06,4,300,MOEA/D-DE,608055156,Hypervolume Ratio,0.877677
MOFJSSP,mk06,4,300,MOEA/D-DE,467424509,Hypervolume Ratio,0.862955
MOFJSSP,mk06,4,300,MOEA/D-DE,944441939,Hypervolume Ratio,0.892307
